设备地址,站点名称,目标地址,目标AS域,下行流量,上行流量,总流量,下行流量-新,上行流量-新,总流量-新
,pic5.58cdn.com.cn,182.254.61.176,腾讯,2.078M,1.551M,3.629M,0.002078G,0.0015509999999999999G,0.003629G
,map41.mini1.cn,121.51.224.63,腾讯,1.074M,2.548M,3.623M,0.001074G,0.002548G,0.0036230000000000004G
,gw.apk.anzhi.com,182.254.59.192,腾讯,0,3.622M,3.622M,0G,0.003622G,0.003622G
,bjconn1.91newgame.com,182.254.52.213,腾讯,0,3.617M,3.617M,0G,0.003617G,0.003617G
,unconf.mobad.ijinshan.com,193.112.227.198,其他国家,1.749M,1.867M,3.615M,0.0017490000000000001G,0.001867G,0.003615G
,img7.peiyinxiu.com,182.254.53.105,腾讯,557.093K,3.054M,3.611M,0.0005570929999999999G,0.003054G,0.003611G
,apr.jianqiaoxuexiao.com,182.254.52.146,腾讯,3.199M,411.617K,3.611M,0.003199G,0.000411617G,0.003611G
,dmm-pc-4399-core.bj.1251769268.clb.myqcloud.com,140.143.181.225,河南省郑州市景安计算机网络,1.116M,2.486M,3.602M,0.001116G,0.0024860000000000004G,0.0036019999999999997G
,p0.123.sogoucdn.com,182.254.53.194,腾讯,1.934M,1.665M,3.598M,0.001934G,0.001665G,0.003598G
,03imgmini.eastday.com,182.254.52.233,腾讯,515.224K,3.082M,3.597M,0.000515224G,0.0030819999999999997G,0.003597G
,osc.uranus.sogou.com,109.244.23.123,其他国家,1.324M,2.273M,3.597M,0.001324G,0.0022730000000000003G,0.003597G
,clucombine.ksmobile.net,140.143.220.210,河南省郑州市景安计算机网络,3.585M,5.104K,3.59M,0.003585G,5.104e-06G,0.00359G
,c.nhm00.com:2047,212.129.163.236,其他国家,90.863K,3.485M,3.576M,9.0863e-05G,0.003485G,0.003576G
,ss-1257467758.cos.ap-shanghai.myqcloud.com,211.159.227.165,腾讯,2.31M,1.255M,3.566M,0.00231G,0.0012549999999999998G,0.0035659999999999997G
,redirectorbak.tcdn.qq.com,121.51.191.21,腾讯,3.548M,13.873K,3.562M,0.003548G,1.3872999999999999e-05G,0.0035619999999999996G
,121.51.64.26,121.51.64.26,腾讯,1.757M,1.798M,3.555M,0.0017569999999999999G,0.0017980000000000001G,0.003555G
,182.254.48.12,182.254.48.12,腾讯,1.276M,2.274M,3.549M,0.001276G,0.002274G,0.003549G
,j5.dfcfw.com,182.254.49.93,腾讯,1.5M,2.045M,3.545M,0.0015G,0.002045G,0.003545G
,file09.mengtuiapp.com,182.254.49.96,腾讯,1.819M,1.72M,3.539M,0.0018189999999999999G,0.00172G,0.003539G
,jti.husky.sogou.com,109.244.23.87,其他国家,1.102M,2.437M,3.538M,0.0011020000000000001G,0.002437G,0.003538G
,resources.dftoutiao.com,182.254.59.174,腾讯,2.186M,1.34M,3.526M,0.002186G,0.00134G,0.0035259999999999996G
,182.254.53.234,182.254.53.234,腾讯,7.863K,3.516M,3.524M,7.863e-06G,0.003516G,0.0035240000000000002G
,xlpe.husky.sogou.com,109.244.23.87,其他国家,1.226M,2.297M,3.524M,0.0012259999999999999G,0.002297G,0.0035240000000000002G
,apiv4.yangkeduo.com,211.159.221.121,腾讯,1.418M,2.105M,3.523M,0.001418G,0.002105G,0.003523G
,liveplay.renrenjiang.cn,121.51.42.244,腾讯,2.227M,1.295M,3.522M,0.002227G,0.001295G,0.003522G
,www.wjh68.com,182.254.52.146,腾讯,1.065M,2.45M,3.515M,0.001065G,0.0024500000000000004G,0.0035150000000000003G
,livepull.liqiang365.com,121.51.42.235,腾讯,1.804M,1.709M,3.513M,0.001804G,0.001709G,0.003513G
,182.254.52.246:8080,182.254.52.246,腾讯,2.39M,1.121M,3.511M,0.00239G,0.001121G,0.0035110000000000002G
,121.51.32.117,121.51.32.117,腾讯,552.52K,2.955M,3.507M,0.00055252G,0.002955G,0.003507G
,s.jiasu.qq.com,182.254.21.27,腾讯,871.757K,2.634M,3.506M,0.0008717569999999999G,0.002634G,0.0035059999999999996G
,qd.gf.com.cn,129.204.98.125,美国,341.909K,3.163M,3.505M,0.000341909G,0.003163G,0.003505G
,static1.keepcdn.com,182.254.59.146,腾讯,1.565M,1.937M,3.502M,0.001565G,0.0019370000000000001G,0.003502G
,49.234.245.23,49.234.245.23,北京市教育信息网,1.533M,1.963M,3.496M,0.0015329999999999999G,0.001963G,0.003496G
,snk-dc.hz.37.com.cn,118.25.33.76,香港,5.114K,3.489M,3.494M,5.114e-06G,0.003489G,0.003494G
,hhy.sogoucdn.com,182.254.59.156,腾讯,2.753M,734.526K,3.488M,0.0027530000000000002G,0.0007345259999999999G,0.0034879999999999998G
,natqs.bealge.sogou.com,109.244.23.123,其他国家,1.229M,2.256M,3.484M,0.001229G,0.0022559999999999998G,0.003484G
,347-1251001087.file.myqcloud.com,182.254.59.192,腾讯,1.633M,1.846M,3.48M,0.001633G,0.001846G,0.00348G
,map37.mini1.cn,182.254.59.174,腾讯,377.91K,3.098M,3.476M,0.00037791G,0.003098G,0.003476G
,qimg.xiaohongshu.com,121.51.224.96,腾讯,2.601M,858.892K,3.46M,0.002601G,0.0008588920000000001G,0.00346G
,121.51.91.208,121.51.91.208,腾讯,2.477M,977.417K,3.454M,0.002477G,0.000977417G,0.003454G
,pic02.sogoucdn.com,182.254.53.176,腾讯,1.602M,1.85M,3.453M,0.0016020000000000001G,0.00185G,0.003453G
,182.254.53.43,182.254.53.43,腾讯,2.156M,1.293M,3.449M,0.002156G,0.0012929999999999999G,0.003449G
,download.zjsyawqj.cn,182.254.59.192,腾讯,2.293M,1.156M,3.449M,0.0022930000000000003G,0.001156G,0.003449G
,bingtang.zibingwl.com,150.158.220.187,其他国家,995.594K,2.45M,3.445M,0.000995594G,0.0024500000000000004G,0.0034449999999999997G
,cdn.shxy2.xuanxuangame.com,182.254.59.207,腾讯,1.438M,2.002M,3.44M,0.001438G,0.002002G,0.00344G
,121.51.120.37,121.51.120.37,腾讯,1.684M,1.756M,3.44M,0.001684G,0.001756G,0.00344G
,c15.live.azurecdn.ottshopping.net,121.51.42.198,腾讯,1.98M,1.46M,3.44M,0.00198G,0.00146G,0.00344G
,pic1.ymatou.com,121.51.224.96,腾讯,283.479K,3.152M,3.435M,0.000283479G,0.0031520000000000003G,0.003435G
,121.51.91.202,121.51.91.202,腾讯,2.386M,1.044M,3.43M,0.002386G,0.001044G,0.0034300000000000003G
,app.ingame.qq.com,121.51.132.58,腾讯,514.456K,2.909M,3.423M,0.000514456G,0.0029089999999999997G,0.003423G
,rqd.uu.qq.com,182.254.88.185,腾讯,1.014M,2.403M,3.417M,0.001014G,0.002403G,0.003417G
,nbzlw.e57.cn,118.25.86.148,香港,2.531M,864.055K,3.395M,0.0025310000000000003G,0.0008640549999999999G,0.003395G
,res1.eqh5.com,121.51.224.25,腾讯,2.783M,610.83K,3.394M,0.002783G,0.0006108300000000001G,0.0033940000000000003G
,ads.api.my7v.com,118.25.163.153,香港,2.277M,1.108M,3.385M,0.002277G,0.001108G,0.003385G
,ty.qiuzeqi.top,129.204.237.232,美国,1.545M,1.828M,3.373M,0.001545G,0.001828G,0.003373G
,mdm.changyan.com:8080,188.131.208.228,其他国家,2.344M,1.027M,3.371M,0.0023439999999999997G,0.001027G,0.003371G
,api.fankan.wang,134.175.105.155,其他国家,1.908M,1.46M,3.368M,0.001908G,0.00146G,0.003368G
,www.shandw.com,121.51.224.96,腾讯,2.029M,1.334M,3.363M,0.002029G,0.0013340000000000001G,0.003363G
,182.254.57.55:9010,182.254.57.55,腾讯,64.916K,3.297M,3.362M,6.4916e-05G,0.003297G,0.003362G
,ius.mercury.sogou.com,211.159.235.100,腾讯,1.027M,2.325M,3.352M,0.001027G,0.0023250000000000002G,0.003352G
,xtruh.uranus.sogou.com,109.244.23.87,其他国家,1.051M,2.293M,3.344M,0.0010509999999999999G,0.0022930000000000003G,0.0033439999999999998G
,stsdk.vivo.com.cn,182.254.52.239,腾讯,933.273K,2.4M,3.333M,0.000933273G,0.0024G,0.003333G
,mengine.map.sogou.com,211.159.235.100,腾讯,227.877K,3.099M,3.327M,0.000227877G,0.003099G,0.003327G
,map13.mini1.cn,121.51.224.89,腾讯,2.207M,1.119M,3.326M,0.0022069999999999998G,0.001119G,0.003326G
,1251672659.vod2.myqcloud.com,182.254.49.23,腾讯,2.12M,1.197M,3.317M,0.00212G,0.0011970000000000001G,0.003317G
,yglo.pluto.sogou.com,109.244.23.87,其他国家,1.059M,2.24M,3.299M,0.001059G,0.0022400000000000002G,0.003299G
,ktv.x5.qq.com,182.254.48.49,腾讯,2.358M,930.505K,3.289M,0.0023580000000000003G,0.000930505G,0.0032890000000000003G
,charge.zuoyebang.cc,182.254.53.92,腾讯,2.129M,1.158M,3.287M,0.002129G,0.001158G,0.003287G
,tc-tct.douyucdn2.cn,121.51.128.95,腾讯,2.406M,880.829K,3.286M,0.002406G,0.000880829G,0.003286G
,c5.xinstatic.com,121.51.224.59,腾讯,1.308M,1.962M,3.27M,0.0013080000000000001G,0.0019619999999999998G,0.00327G
,182.254.53.55,182.254.53.55,腾讯,1.952M,1.313M,3.265M,0.001952G,0.001313G,0.003265G
,vivo-tx-video.acfun.cn,182.254.52.97,腾讯,2.182M,1.082M,3.264M,0.002182G,0.001082G,0.003264G
,weather2db.cmcm.com,111.230.127.157,湖北省,1.738M,1.518M,3.256M,0.001738G,0.001518G,0.0032559999999999998G
,ping.mai.sogou.com,211.159.235.216,腾讯,35.216K,3.219M,3.255M,3.5216e-05G,0.003219G,0.003255G
,img.yimutian.com,121.51.224.96,腾讯,929.872K,2.319M,3.248M,0.0009298719999999999G,0.002319G,0.003248G
,pic03.sogoucdn.com,182.254.53.105,腾讯,1.446M,1.792M,3.237M,0.001446G,0.001792G,0.0032370000000000003G
,gxe.husky.sogou.com,211.159.235.100,腾讯,1.053M,2.177M,3.23M,0.001053G,0.002177G,0.00323G
,ytxj.mercury.sogou.com,109.244.23.123,其他国家,911.686K,2.312M,3.224M,0.000911686G,0.002312G,0.0032240000000000003G
,e.nhm00.com:2072,81.69.157.97,其他国家,0,3.214M,3.214M,0G,0.003214G,0.003214G
,58.87.100.192,58.87.100.192,腾讯,939.748K,2.271M,3.211M,0.000939748G,0.002271G,0.003211G
,121.51.120.33,121.51.120.33,腾讯,151.844K,3.051M,3.202M,0.00015184400000000002G,0.0030510000000000003G,0.003202G
,k.innvitor.com,182.254.59.207,腾讯,1.029M,2.167M,3.196M,0.001029G,0.0021669999999999997G,0.003196G
,t17img.yangkeduo.com,182.254.60.13,腾讯,1.176M,2.009M,3.185M,0.001176G,0.002009G,0.003185G
,thirdapp3.qlogo.cn,121.51.86.93,腾讯,1.795M,1.383M,3.178M,0.001795G,0.0013830000000000001G,0.003178G
,dldir1.qq.com:80,182.254.52.87,腾讯,1.167M,2.01M,3.177M,0.001167G,0.0020099999999999996G,0.003177G
,motion.mop.com,121.51.224.25,腾讯,1.045M,2.113M,3.157M,0.001045G,0.002113G,0.003157G
,sk.acc.qq.com,182.254.50.88,腾讯,856.546K,2.299M,3.156M,0.000856546G,0.002299G,0.003156G
,idata.game.qq.com,121.51.36.37,腾讯,1.731M,1.421M,3.152M,0.0017310000000000001G,0.001421G,0.0031520000000000003G
,121.51.75.193,121.51.75.193,腾讯,3.067M,79.896K,3.147M,0.0030670000000000003G,7.9896e-05G,0.0031469999999999996G
,xmvideo.xabbp.com,182.254.52.97,腾讯,2.263M,881.521K,3.145M,0.002263G,0.000881521G,0.0031450000000000002G
,dw-cn-cdn.kingsgroup.cn,182.254.48.108,腾讯,0,3.142M,3.142M,0G,0.003142G,0.003142G
,182.254.48.108,182.254.48.108,腾讯,154.639K,2.987M,3.141M,0.000154639G,0.002987G,0.003141G
,conf.voice.qcloud.com,119.29.43.67,腾讯,1.743M,1.396M,3.139M,0.0017430000000000002G,0.0013959999999999999G,0.003139G
,bfniq.theta.sogou.com,109.244.23.87,其他国家,949.177K,2.188M,3.137M,0.000949177G,0.0021880000000000003G,0.003137G
,cms-bos.felink.com.cn,121.51.224.33,腾讯,1.922M,1.211M,3.133M,0.0019219999999999999G,0.001211G,0.003133G
,sl-shortvideo-image-txy-ssl.a.88cdn.com,182.254.59.158,腾讯,1.571M,1.559M,3.129M,0.001571G,0.0015589999999999998G,0.003129G
,image.tanwan.com,182.254.53.105,腾讯,2.749M,379.393K,3.129M,0.002749G,0.000379393G,0.003129G
,download01.battleofballs.com,182.254.59.174,腾讯,925.212K,2.203M,3.129M,0.000925212G,0.0022029999999999997G,0.003129G
,qxm.pluto.sogou.com,211.159.235.100,腾讯,915.402K,2.208M,3.123M,0.0009154020000000001G,0.0022080000000000003G,0.0031230000000000003G
,103.57.15.217:80,129.28.208.177,美国,403.815K,2.716M,3.12M,0.00040381499999999997G,0.002716G,0.00312G
,121.51.40.15,121.51.40.15,腾讯,1.902M,1.192M,3.095M,0.0019019999999999998G,0.001192G,0.003095G
,img1.4ocean.cn,182.254.52.213,腾讯,0,3.092M,3.092M,0G,0.003092G,0.003092G
,pic6.58cdn.com.cn,182.254.48.192,腾讯,1.051M,2.04M,3.091M,0.0010509999999999999G,0.00204G,0.003091G
,140.143.220.155,140.143.220.155,河南省郑州市景安计算机网络,995.888K,2.089M,3.085M,0.000995888G,0.002089G,0.003085G
,supportcmsecurity1.ksmobile.com,211.159.130.104,腾讯,1.376M,1.709M,3.084M,0.0013759999999999998G,0.001709G,0.003084G
,tongji.flash.cn,182.254.53.92,腾讯,296.207K,2.78M,3.076M,0.000296207G,0.00278G,0.003076G
,ifinder.shzhanmeng.com,182.254.53.68,腾讯,2.205M,854.29K,3.059M,0.002205G,0.00085429G,0.003059G
,cx1.xiaobababy.com,182.254.52.122,腾讯,2.452M,595.047K,3.047M,0.0024519999999999998G,0.000595047G,0.0030470000000000002G
,150.158.218.174,150.158.218.174,其他国家,1.464M,1.554M,3.018M,0.001464G,0.001554G,0.003018G
,nxes.mercury.sogou.com,109.244.23.123,其他国家,703.266K,2.312M,3.015M,0.0007032659999999999G,0.002312G,0.0030150000000000003G
,121.51.19.149,121.51.19.149,腾讯,768.185K,2.244M,3.012M,0.0007681849999999999G,0.0022440000000000003G,0.003012G
,mos-vod-drcn.dbankcdn.cn,182.254.52.170,腾讯,2.201M,801.478K,3.003M,0.0022010000000000003G,0.0008014779999999999G,0.003003G
,m.sogou.com,211.159.235.73,腾讯,444.787K,2.554M,2.998M,0.000444787G,0.002554G,0.0029980000000000002G
,mrsc.qcdn.hnhuaduo.cn,182.254.53.194,腾讯,1.828M,1.169M,2.997M,0.001828G,0.0011690000000000001G,0.002997G
,cloudconf.fengkongcloud.com,140.143.49.144,河南省郑州市景安计算机网络,1.111M,1.877M,2.988M,0.001111G,0.001877G,0.002988G
,182.254.49.85,182.254.49.85,腾讯,1.677M,1.305M,2.982M,0.001677G,0.001305G,0.0029820000000000003G
,dtx-video.wenzaizhibo.com,182.254.52.97,腾讯,2.132M,835.91K,2.968M,0.002132G,0.0008359099999999999G,0.002968G
,182.254.52.141,182.254.52.141,腾讯,1.417M,1.549M,2.966M,0.001417G,0.001549G,0.0029660000000000003G
,vwecam.gtimg.com,182.254.52.19,腾讯,0,2.965M,2.965M,0G,0.0029649999999999998G,0.0029649999999999998G
,121.51.40.43,121.51.40.43,腾讯,193.845K,2.755M,2.948M,0.000193845G,0.002755G,0.002948G
,121.51.40.18,121.51.40.18,腾讯,1.681M,1.266M,2.946M,0.001681G,0.001266G,0.0029460000000000003G
,msdk.qq.com,121.51.90.175,腾讯,71.105K,2.875M,2.946M,7.1105e-05G,0.002875G,0.0029460000000000003G
,ping.ie.sogou.com,211.159.235.216,腾讯,32.452K,2.912M,2.945M,3.2451999999999994e-05G,0.002912G,0.0029449999999999997G
,jsnp.golden1.sogou.com,109.244.23.87,其他国家,688.382K,2.256M,2.944M,0.000688382G,0.0022559999999999998G,0.002944G
,trace.rtbasia.com,111.230.161.52,湖北省,1.918M,1.023M,2.94M,0.001918G,0.0010229999999999998G,0.00294G
,identify.zhhainiao.com,123.207.112.224,腾讯,1.058M,1.875M,2.933M,0.0010580000000000001G,0.001875G,0.002933G
,metrics-report.koolearn.com,140.143.50.134,河南省郑州市景安计算机网络,845.734K,2.079M,2.925M,0.000845734G,0.002079G,0.0029249999999999996G
,video.confcenter.trp.qq.com,121.51.137.142,腾讯,1.541M,1.358M,2.899M,0.0015409999999999998G,0.001358G,0.002899G
,zs.chengyu.leyuannet.com,182.254.59.158,腾讯,1.473M,1.425M,2.898M,0.0014730000000000001G,0.001425G,0.002898G
,api-app.coocaa.ottcn.com,111.230.215.142,湖北省,122.49K,2.768M,2.891M,0.00012249G,0.0027679999999999996G,0.002891G
,cdn-creatives-tencent-prd.unityads.unitychina.cn,121.51.224.59,腾讯,2.179M,695.065K,2.874M,0.002179G,0.000695065G,0.0028740000000000003G
,yue07.sogoucdn.com,182.254.53.68,腾讯,2.222M,646.643K,2.869M,0.002222G,0.0006466430000000001G,0.002869G
,tracker-01.qvb.qcloud.com,123.207.195.174,腾讯,970.489K,1.897M,2.868M,0.000970489G,0.001897G,0.002868G
,e.tracking.yangkeduo.com,118.89.128.180,腾讯,25.38K,2.842M,2.867M,2.538e-05G,0.002842G,0.002867G
,input.shouji.so,109.244.23.87,其他国家,1.558M,1.3M,2.857M,0.0015580000000000001G,0.0013G,0.002857G
,fus.cdn.krcom.cn,121.51.64.176,腾讯,1.298M,1.552M,2.85M,0.0012980000000000001G,0.001552G,0.00285G
,zs.cyxzy.nanjingchenxi.com,182.254.53.194,腾讯,1.334M,1.515M,2.849M,0.0013340000000000001G,0.0015149999999999999G,0.0028490000000000004G
,182.254.53.85,182.254.53.85,腾讯,1.685M,1.16M,2.845M,0.001685G,0.00116G,0.0028450000000000003G
,relay-ipc.tplinkcloud.com.cn,111.231.176.25,湖北省,1.992M,851.054K,2.843M,0.001992G,0.000851054G,0.002843G
,appapi.ffl123.cn,129.211.98.128,美国,734.871K,2.105M,2.84M,0.0007348709999999999G,0.002105G,0.0028399999999999996G
,rmoeu.mercury.sogou.com,109.244.23.123,其他国家,610.654K,2.218M,2.829M,0.0006106540000000001G,0.002218G,0.0028290000000000004G
,182.254.20.124,182.254.20.124,腾讯,0,2.821M,2.821M,0G,0.002821G,0.002821G
,cfeo.bealge.sogou.com,109.244.23.123,其他国家,467.864K,2.352M,2.82M,0.000467864G,0.002352G,0.00282G
,tianqi3.sogoucdn.com,182.254.53.68,腾讯,2.696M,119.281K,2.815M,0.002696G,0.00011928100000000001G,0.002815G
,pic01.sogoucdn.com,182.254.59.158,腾讯,1.501M,1.308M,2.809M,0.001501G,0.0013080000000000001G,0.0028090000000000003G
,h5vv6.video.qq.com,182.254.51.37,腾讯,1.682M,1.125M,2.807M,0.001682G,0.001125G,0.002807G
,fsf.down.hogacn.com,182.254.59.207,腾讯,175.412K,2.626M,2.801M,0.000175412G,0.002626G,0.002801G
,cinema-tx.hicloud.com,182.254.76.29,腾讯,686.633K,2.112M,2.799M,0.0006866330000000001G,0.002112G,0.002799G
,pcbrowser.dd.qq.com,121.51.52.98,腾讯,1.512M,1.278M,2.79M,0.001512G,0.001278G,0.00279G
,pic3.58cdn.com.cn,182.254.48.108,腾讯,1.093M,1.689M,2.782M,0.001093G,0.001689G,0.002782G
,oph5bkbyyx.pook.com,118.25.162.225,香港,0,2.78M,2.78M,0G,0.00278G,0.00278G
,api.upgrade.skysrt.com,111.230.3.62,湖北省,935.245K,1.841M,2.777M,0.000935245G,0.001841G,0.002777G
,121.51.64.30,121.51.64.30,腾讯,282.498K,2.489M,2.771M,0.00028249799999999995G,0.002489G,0.002771G
,line3-realtime-api.biligame.net,121.51.224.33,腾讯,183.4K,2.586M,2.77M,0.0001834G,0.0025859999999999998G,0.00277G
,rq.ironman.cmcm.com,154.8.188.133,其他国家,55.15K,2.706M,2.761M,5.515e-05G,0.002706G,0.002761G
,read.html5.qq.com,182.254.86.159,腾讯,2.075M,683.421K,2.758M,0.002075G,0.000683421G,0.002758G
,49.233.42.236:7863,49.233.42.236,北京市教育信息网,2.75M,5.517K,2.755M,0.00275G,5.517e-06G,0.002755G
,fund.eastmoney.com,182.254.49.96,腾讯,1.118M,1.636M,2.754M,0.001118G,0.0016359999999999999G,0.002754G
,wxtop.sa.sogou.com,109.244.23.123,其他国家,1.186M,1.565M,2.751M,0.001186G,0.001565G,0.002751G
,10.2.217.11,121.51.14.92,腾讯,836.4K,1.906M,2.743M,0.0008364000000000001G,0.001906G,0.0027429999999999998G
,sygame.695157.com,182.254.59.192,腾讯,2.376M,363.81K,2.74M,0.002376G,0.00036381G,0.0027400000000000002G
,www.yjxzwy.com,182.254.52.213,腾讯,253.572K,2.483M,2.737M,0.00025357200000000003G,0.002483G,0.0027370000000000003G
,jpg-1253630048.file.myqcloud.com,182.254.53.194,腾讯,1.681M,1.055M,2.736M,0.001681G,0.001055G,0.002736G
,bbsimg.duoduocdn.com,121.51.224.59,腾讯,1.093M,1.64M,2.733M,0.001093G,0.00164G,0.002733G
,100616028cdn-1251006671.file.myqcloud.com,182.254.53.181,腾讯,535.268K,2.196M,2.731M,0.0005352680000000001G,0.002196G,0.002731G
,app347.qzone.qzoneapp.com,111.230.218.48,湖北省,310.981K,2.418M,2.729M,0.000310981G,0.002418G,0.002729G
,10.2.217.8,121.51.14.92,腾讯,1.073M,1.639M,2.712M,0.001073G,0.001639G,0.002712G
,45.116.208.89,182.254.60.119,腾讯,1.027M,1.683M,2.71M,0.001027G,0.001683G,0.00271G
,9194597c51c0c.cdn.sohucs.com,182.254.49.96,腾讯,1.357M,1.342M,2.699M,0.001357G,0.001342G,0.002699G
,moment.17paipai.cn,154.8.189.40,其他国家,1.053M,1.644M,2.697M,0.001053G,0.0016439999999999998G,0.002697G
,lbdata.tj.ijinshan.com,111.230.214.130,湖北省,338.901K,2.353M,2.691M,0.000338901G,0.002353G,0.002691G
,api.hduofen.cn,129.204.68.248,美国,1.353M,1.335M,2.688M,0.001353G,0.001335G,0.0026880000000000003G
,api-app.ptskysrt.gitv.tv,111.230.84.254,湖北省,674.071K,1.998M,2.673M,0.0006740709999999999G,0.001998G,0.002673G
,qimg.hxnews.com,182.254.53.234,腾讯,1.828M,842.129K,2.67M,0.001828G,0.0008421290000000001G,0.00267G
,vwhi.gou.sogou.com,211.159.235.100,腾讯,379.556K,2.284M,2.663M,0.000379556G,0.002284G,0.002663G
,qqcenter.pinyin.sogou.com,109.244.23.123,其他国家,6.358K,2.656M,2.663M,6.358e-06G,0.002656G,0.002663G
,m0.map.gtimg.com,182.254.52.102,腾讯,1.715M,943.331K,2.658M,0.0017150000000000002G,0.000943331G,0.0026579999999999998G
,182.254.48.72,182.254.48.72,腾讯,1.138M,1.51M,2.649M,0.001138G,0.00151G,0.002649G
,cdn.kuaizhan.com,182.254.59.156,腾讯,2.094M,554.456K,2.648M,0.002094G,0.000554456G,0.002648G
,x0.ifengimg.com,182.254.53.68,腾讯,1.137M,1.503M,2.641M,0.001137G,0.001503G,0.002641G
,war1944-1251028508.file.myqcloud.com,182.254.59.174,腾讯,505.443K,2.135M,2.64M,0.000505443G,0.0021349999999999997G,0.00264G
,novel.2jei9.cn,120.53.212.66,上海市普陀区长城宽带,1.44M,1.187M,2.628M,0.0014399999999999999G,0.0011870000000000001G,0.002628G
,bsiet.husky.sogou.com,211.159.235.100,腾讯,395.677K,2.231M,2.627M,0.000395677G,0.002231G,0.002627G
,121.51.163.36,121.51.163.36,腾讯,0,2.622M,2.622M,0G,0.0026219999999999998G,0.0026219999999999998G
,121.51.24.111,121.51.24.111,腾讯,268.379K,2.352M,2.621M,0.000268379G,0.002352G,0.002621G
,tc.skysrt.com,203.195.143.101,其他国家,166.236K,2.45M,2.616M,0.000166236G,0.0024500000000000004G,0.0026160000000000003G
,cq20cdn.ssl.yuguan668.com,182.254.48.202,腾讯,1.195M,1.419M,2.614M,0.001195G,0.0014190000000000001G,0.002614G
,ejzr.golden1.sogou.com,211.159.235.100,腾讯,509.509K,2.104M,2.613M,0.000509509G,0.002104G,0.002613G
,file06.mengtuiapp.com,182.254.59.174,腾讯,1.057M,1.55M,2.607M,0.001057G,0.00155G,0.0026070000000000004G
,qhl.bealge.sogou.com,109.244.23.123,其他国家,310.935K,2.295M,2.606M,0.00031093500000000003G,0.0022949999999999997G,0.002606G
,nowpic.gtimg.com,182.254.48.242,腾讯,1.106M,1.49M,2.596M,0.001106G,0.00149G,0.0025960000000000002G
,report.kg.qq.com,121.51.44.127,腾讯,27.093K,2.567M,2.595M,2.7093e-05G,0.0025670000000000003G,0.002595G
,193.112.55.145:4017,193.112.55.145,其他国家,2.576M,17.286K,2.593M,0.002576G,1.7286000000000004e-05G,0.002593G
,ott.bz.mgtv.com,152.136.8.124,美国,980.961K,1.604M,2.584M,0.000980961G,0.0016040000000000002G,0.002584G
,e.nhm00.com:2064,81.69.157.97,其他国家,69.333K,2.514M,2.584M,6.9333e-05G,0.0025139999999999997G,0.002584G
,xwpili.lvditoys.com,182.254.52.213,腾讯,1.44M,1.134M,2.574M,0.0014399999999999999G,0.0011339999999999998G,0.002574G
,videohy.tc.qq.com,182.254.52.180,腾讯,2.1M,471.259K,2.571M,0.0021000000000000003G,0.000471259G,0.0025710000000000004G
,pubminishare-30161.picsz.qpic.cn,121.51.19.184,腾讯,1.633M,934.885K,2.567M,0.001633G,0.000934885G,0.0025670000000000003G
,map25.mini1.cn,182.254.61.176,腾讯,546.282K,2.02M,2.566M,0.000546282G,0.00202G,0.0025659999999999997G
,gwcdn.sail2world.com,182.254.48.192,腾讯,1.315M,1.251M,2.566M,0.001315G,0.001251G,0.0025659999999999997G
,oftv.theta.sogou.com,109.244.23.87,其他国家,281.726K,2.283M,2.565M,0.000281726G,0.002283G,0.002565G
,qd234.txdirect-corp-hls.huya.com,121.51.64.214,腾讯,2.417M,142.14K,2.559M,0.002417G,0.00014214G,0.002559G
,45.116.208.77,121.51.91.22,腾讯,959.552K,1.599M,2.559M,0.000959552G,0.001599G,0.002559G
,txycdn.video.qq.com,121.51.120.142,腾讯,162.154K,2.394M,2.556M,0.000162154G,0.0023940000000000003G,0.002556G
,134.175.120.17:4019,134.175.120.17,其他国家,2.49M,62.156K,2.552M,0.00249G,6.215599999999999e-05G,0.002552G
